INSTNM,STABBR,CNTLAFFI,IS_R1,COREXP,ENRTOT
Texas Christian University,TX,4.0,0,602553000.0,12938.0
Texas College,TX,4.0,0,11253038.0,614.0
University of North Texas Health Science Center,TX,1.0,0,367481581.0,2332.0
Texas Lutheran University,TX,4.0,0,43793666.0,1423.0
The University of Texas Permian Basin,TX,1.0,0,167912726.0,5585.0
The University of Texas at San Antonio,TX,1.0,1,715942738.0,35770.0
Texas Southern University,TX,1.0,0,229528253.0,8704.0
Texas Tech University,TX,1.0,1,1053058105.0,40757.0
Texas Wesleyan University,TX,4.0,0,55565695.0,2487.0
Texas Woman's University,TX,1.0,0,249974674.0,15361.0
Trinity University,TX,4.0,0,152002623.0,2687.0
The University of Texas Health Science Center at Houston,TX,1.0,1,1798588732.0,4938.0
Texas Tech University Health Sciences Center,TX,1.0,0,736735828.0,5098.0
Tyler Junior College,TX,1.0,0,115113773.0,11885.0
Wayland Baptist University,TX,4.0,0,46363061.0,2809.0
Weatherford College,TX,1.0,0,51401445.0,6520.0
West Texas A & M University,TX,1.0,0,201610964.0,9045.0
Wiley University,TX,4.0,0,16607333.0,783.0
Brigham Young University,UT,4.0,1,1180392784.0,35873.0
Brigham Young University-Hawaii,HI,4.0,0,107119000.0,2906.0
Utah Tech University,UT,1.0,0,164453576.0,13167.0
Eagle Gate College-Murray,UT,2.0,0,4629565.0,410.0
Ensign College,UT,4.0,0,28749000.0,7594.0
Snow College,UT,1.0,0,68503534.0,5577.0
Southern Utah University,UT,1.0,0,245071002.0,15444.0
Utah State University,UT,1.0,1,988746492.0,28904.0
Utah Valley University,UT,1.0,0,450204700.0,46807.0
University of Utah,UT,1.0,1,2829114000.0,36894.0
Weber State University,UT,1.0,0,284641113.0,32701.0
Westminster University,UT,3.0,0,53406266.0,1155.0
Bennington College,VT,3.0,0,48260773.0,927.0
Champlain College,VT,3.0,0,85217763.0,3259.0
Middlebury College,VT,3.0,0,294329919.0,2803.0
Norwich University,VT,3.0,0,106771000.0,3149.0
Saint Michael's College,VT,4.0,0,53760282.0,1323.0
SIT Graduate Institute,VT,3.0,0,112453444.0,644.0
Sterling College,VT,3.0,0,5911096.0,57.0
Vermont Law and Graduate School,VT,3.0,0,31232922.0,722.0
Vermont State University,VT,1.0,0,129146540.0,5093.0
University of Vermont,VT,1.0,1,691586000.0,14476.0
Averett University,VA,4.0,0,38904029.0,1476.0
Bluefield University,VA,4.0,0,22014163.0,959.0
Bridgewater College,VA,4.0,0,41585329.0,1448.0
William & Mary,VA,1.0,1,445233599.0,9818.0
Regent University,VA,3.0,0,117880000.0,10657.0
Christopher Newport University,VA,1.0,0,114841554.0,4454.0
Bryant & Stratton College-Virginia Beach,VA,3.0,0,30549025.0,1717.0
Eastern Virginia Medical School,VA,1.0,0,316649733.0,1216.0
Emory & Henry University,VA,4.0,0,49803121.0,1311.0
Eastern Mennonite University,VA,4.0,0,32856417.0,1154.0
Ferrum College,VA,4.0,0,20576922.0,763.0
George Mason University,VA,1.0,1,1086383271.0,39766.0
Hampden-Sydney College,VA,3.0,0,50712307.0,946.0
Hampton University,VA,3.0,0,184799533.0,4244.0
Hollins University,VA,3.0,0,35198336.0,761.0
James Madison University,VA,1.0,0,443088798.0,22740.0
Liberty University,VA,4.0,0,1010003074.0,104327.0
Longwood University,VA,1.0,0,84959580.0,4612.0
University of Lynchburg,VA,4.0,0,65536131.0,2316.0
Centra College,VA,3.0,0,4799183.0,219.0
Mary Baldwin University,VA,4.0,0,41127902.0,1772.0
University of Mary Washington,VA,1.0,0,86041985.0,3826.0
Marymount University,VA,4.0,0,90308655.0,4060.0
American National University,VA,2.0,0,10933836.0,770.0
Sentara College of Health Sciences,VA,3.0,0,11588662.0,312.0
Norfolk State University,VA,1.0,0,163759947.0,6053.0
Old Dominion University,VA,1.0,1,464537427.0,23743.0
Radford University,VA,1.0,0,179754370.0,7812.0
Randolph-Macon College,VA,4.0,0,54216442.0,1687.0
Randolph College,VA,3.0,0,29536456.0,816.0
Bon Secours Memorial College of Nursing,VA,4.0,0,11573337.0,591.0
University of Richmond,VA,3.0,0,315233000.0,3722.0
Riverside College of Health Careers,VA,3.0,0,9966314.0,350.0
Roanoke College,VA,4.0,0,59896016.0,1804.0
Shenandoah University,VA,4.0,0,102861190.0,4454.0
Southeastern Free Will Baptist Bible College,NC,4.0,0,1849706.0,64.0
Southern Virginia University,VA,3.0,0,27735064.0,936.0
Strayer University-Virginia,VA,2.0,0,21964620.0,1998.0
Sweet Briar College,VA,3.0,0,28392920.0,444.0
Union Presbyterian Seminary,VA,4.0,0,13785741.0,159.0
University of Virginia's College at Wise,VA,1.0,0,53569704.0,2167.0
Virginia Polytechnic Institute and State University,VA,1.0,1,1635945649.0,38857.0
Virginia Commonwealth University,VA,1.0,1,1139118679.0,28464.0
University of Virginia-Main Campus,VA,1.0,1,2216122648.0,26409.0
Virginia Military Institute,VA,1.0,0,75998899.0,1527.0
Virginia University of Lynchburg,VA,4.0,0,9596157.0,581.0
Virginia State University,VA,1.0,0,162971572.0,5605.0
Virginia Union University,VA,4.0,0,40374981.0,1646.0
Virginia Wesleyan University,VA,4.0,0,36510265.0,1853.0
Washington and Lee University,VA,3.0,0,181356000.0,2241.0
Bellevue College,WA,1.0,0,141054763.0,12485.0
Bellingham Technical College,WA,1.0,0,38034772.0,2047.0
Big Bend Community College,WA,1.0,0,40487639.0,1857.0
Central Washington University,WA,1.0,0,210809409.0,10811.0
Centralia College,WA,1.0,0,43892205.0,2244.0
City University of Seattle,WA,3.0,0,32464853.0,2007.0
Clark College,WA,1.0,0,105896594.0,7463.0
Clover Park Technical College,WA,1.0,0,58423849.0,3408.0
Columbia Basin College,WA,1.0,0,101735817.0,7510.0
Cornish College of the Arts,WA,3.0,0,24361582.0,505.0
Eastern Washington University,WA,1.0,0,216321320.0,10492.0
Edmonds College,WA,1.0,0,110388473.0,6549.0
Everett Community College,WA,1.0,0,88211164.0,6698.0
The Evergreen State College,WA,1.0,0,87725327.0,2490.0
Pierce College District,WA,1.0,0,107345582.0,8137.0
Gonzaga University,WA,4.0,0,265176000.0,7470.0
Grays Harbor College,WA,1.0,0,44897764.0,1577.0
Green River College,WA,1.0,0,117188089.0,7967.0
Heritage University,WA,3.0,0,25393363.0,937.0
Highline College,WA,1.0,0,99740760.0,5592.0
Bastyr University,WA,3.0,0,33940030.0,734.0
Bates Technical College,WA,1.0,0,45538129.0,4083.0
Lake Washington Institute of Technology,WA,1.0,0,51749120.0,3564.0
Lower Columbia College,WA,1.0,0,55898401.0,2724.0
North Seattle College,WA,1.0,0,69422448.0,5569.0
Northwest University,WA,4.0,0,31162000.0,1053.0
Olympic College,WA,1.0,0,78044013.0,5784.0
Pacific Lutheran University,WA,4.0,0,89972000.0,2797.0
Peninsula College,WA,1.0,0,37859758.0,2153.0
University of Puget Sound,WA,3.0,0,90752000.0,1864.0
Renton Technical College,WA,1.0,0,58211433.0,2824.0
Saint Martin's University,WA,4.0,0,42076975.0,1390.0
South Seattle College,WA,1.0,0,71713249.0,5210.0
Seattle Central College,WA,1.0,0,104822858.0,5396.0
Seattle Pacific University,WA,4.0,0,84948000.0,2261.0
Seattle University,WA,4.0,0,258367844.0,7189.0
Shoreline Community College,WA,1.0,0,92474476.0,4477.0
Skagit Valley College,WA,1.0,0,60799001.0,4028.0
South Puget Sound Community College,WA,1.0,0,88171233.0,4871.0
Spokane Community College,WA,1.0,0,138754723.0,6813.0
Spokane Falls Community College,WA,1.0,0,70474509.0,4319.0
Tacoma Community College,WA,1.0,0,89118334.0,6199.0
Walla Walla Community College,WA,1.0,0,61520721.0,2967.0
Walla Walla University,WA,4.0,0,42204987.0,1426.0
Washington State University,WA,1.0,1,1156093147.0,25685.0
University of Washington-Seattle Campus,WA,1.0,1,4411340520.0,56997.0
Wenatchee Valley College,WA,1.0,0,54179688.0,3067.0
Western Washington University,WA,1.0,0,300759874.0,14710.0
Whatcom Community College,WA,1.0,0,58548147.0,3674.0
Whitman College,WA,3.0,0,92075678.0,1561.0
Whitworth University,WA,4.0,0,73178269.0,2314.0
Yakima Valley College,WA,1.0,0,67672748.0,3809.0
Appalachian Bible College,WV,4.0,0,5032442.0,223.0
Bethany College,WV,4.0,0,18177857.0,640.0
Bluefield State University,WV,1.0,0,24618895.0,1141.0
University of Charleston,WV,3.0,0,43851186.0,3062.0
Concord University,WV,1.0,0,34665630.0,1943.0
Davis & Elkins College,WV,4.0,0,19483003.0,661.0
Fairmont State University,WV,1.0,0,49992700.0,3305.0
Glenville State University,WV,1.0,0,29641920.0,1765.0
Marshall University,WV,1.0,0,295836398.0,11958.0
West Virginia University at Parkersburg,WV,1.0,0,27668274.0,2728.0
Potomac State College of West Virginia University,WV,1.0,0,11456591.0,1077.0
Salem University,WV,2.0,0,14144177.0,1083.0
Shepherd University,WV,1.0,0,40250191.0,3339.0
West Virginia School of Osteopathic Medicine,WV,1.0,0,52850125.0,835.0
West Virginia State University,WV,1.0,0,47355425.0,3246.0
West Virginia University Hospital Departments of Rad Tech and Nutrition,WV,3.0,0,746160.0,64.0
West Liberty University,WV,1.0,0,36131597.0,2299.0
West Virginia University Institute of Technology,WV,1.0,0,22913183.0,1278.0
West Virginia Wesleyan College,WV,4.0,0,23453721.0,1055.0
West Virginia Junior College-Morgantown,WV,2.0,0,7881430.0,673.0
West Virginia University,WV,1.0,1,1111289358.0,23643.0
Wheeling University,WV,4.0,0,19274463.0,774.0
Alverno College,WI,4.0,0,37460791.0,1317.0
Madison Area Technical College,WI,1.0,0,242777793.0,13641.0
Bellin College,WI,3.0,0,18501466.0,927.0
Beloit College,WI,3.0,0,41382122.0,1004.0
Carroll University,WI,4.0,0,75943280.0,3138.0
Carthage College,WI,4.0,0,71324604.0,2844.0
Concordia University-Wisconsin,WI,4.0,0,91411125.0,5253.0
Edgewood College,WI,4.0,0,38672369.0,2459.0
Lakeland University,WI,4.0,0,31048330.0,2813.0
Lawrence University,WI,3.0,0,77529590.0,1417.0
Maranatha Baptist University,WI,4.0,0,15890924.0,960.0
Marian University,WI,4.0,0,23667531.0,1246.0
Marquette University,WI,4.0,0,433067000.0,11746.0
Medical College of Wisconsin,WI,3.0,0,654546000.0,1677.0
Milwaukee Institute of Art & Design,WI,3.0,0,20529642.0,838.0
Milwaukee School of Engineering,WI,3.0,0,87571465.0,2953.0
Mount Mary University,WI,4.0,0,26337004.0,1182.0
Nashotah House,WI,4.0,0,3995314.0,143.0
Northland College,WI,3.0,0,17175519.0,286.0
Ripon College,WI,3.0,0,27086127.0,709.0
Sacred Heart Seminary and School of Theology,WI,4.0,0,5362034.0,128.0
Saint Norbert College,WI,4.0,0,61658776.0,2032.0
Viterbo University,WI,4.0,0,44489299.0,2094.0
University of Wisconsin-Whitewater,WI,1.0,0,179400369.0,11746.0
Wisconsin School of Professional Psychology,WI,3.0,0,1926326.0,78.0
University of Wisconsin-Eau Claire,WI,1.0,0,173343022.0,10049.0
University of Wisconsin-Green Bay,WI,1.0,0,125813788.0,11174.0
University of Wisconsin-La Crosse,WI,1.0,0,163064577.0,10446.0
Wisconsin Lutheran College,WI,4.0,0,28703655.0,1027.0
University of Wisconsin-Oshkosh,WI,1.0,0,168632056.0,12953.0
University of Wisconsin-Parkside,WI,1.0,0,74079682.0,3925.0
Herzing University-Madison,WI,3.0,0,96350810.0,5274.0
University of Wisconsin-Stout,WI,1.0,0,138132124.0,6926.0
University of Wisconsin-Superior,WI,1.0,0,65373775.0,2833.0
University of Wisconsin-Madison,WI,1.0,1,3821592993.0,51044.0
University of Wisconsin-Milwaukee,WI,1.0,1,554757110.0,22450.0
University of Wisconsin-Platteville,WI,1.0,0,116058422.0,6389.0
University of Wisconsin-River Falls,WI,1.0,0,95520729.0,5243.0
University of Wisconsin-Stevens Point,WI,1.0,0,153941023.0,8233.0
Central Wyoming College,WY,1.0,0,30508020.0,2205.0
Laramie County Community College,WY,1.0,0,64839931.0,4193.0
Northwest College,WY,1.0,0,24094477.0,1486.0
Western Wyoming Community College,WY,1.0,0,38185501.0,2653.0
University of Wyoming,WY,1.0,1,567182000.0,10813.0
American Samoa Community College,AS,1.0,0,23053146.0,843.0
Guam Community College,GU,1.0,0,40202245.0,1430.0
University of Guam,GU,1.0,0,127746712.0,2896.0
Northern Marianas College,MP,1.0,0,27236076.0,1239.0
Universidad Adventista de las Antillas,PR,4.0,0,9497628.0,939.0
Atlantic University,PR,3.0,0,15005493.0,1540.0
Universidad Central de Bayamon,PR,4.0,0,11042911.0,698.0
Columbia Central University-Caguas,PR,2.0,0,23883131.0,2676.0
Albizu University-San Juan,PR,3.0,0,27164819.0,2504.0
Caribbean University-Bayamon,PR,3.0,0,12883605.0,957.0
Caribbean University-Carolina,PR,3.0,0,841519.0,127.0
Pontifical Catholic University of Puerto Rico-Arecibo,PR,4.0,0,12057425.0,640.0
Pontifical Catholic University of Puerto Rico-Ponce,PR,4.0,0,39521559.0,5568.0
CEM College-San Juan,PR,2.0,0,2690096.0,119.0
Universidad Teologica del Caribe,PR,4.0,0,1883591.0,266.0
Colegio Universitario de San Juan,PR,1.0,0,4845875.0,491.0
Universidad Ana G. Mendez-Cupey Campus,PR,3.0,0,56762511.0,6097.0
Puerto Rico Conservatory of Music,PR,1.0,0,12635309.0,347.0
Center for Advanced Studies On Puerto Rico and the Caribbean,PR,3.0,0,1234182.0,358.0
EDP University of Puerto Rico Inc-San Sebastian,PR,3.0,0,10904944.0,1065.0
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,1.0,0,7052976.0,466.0
Huertas College,PR,2.0,0,7772157.0,430.0
Humacao Community College,PR,3.0,0,2419467.0,173.0
Inter American University of Puerto Rico-San German,PR,3.0,0,20422230.0,3114.0
Inter American University of Puerto Rico-Aguadilla,PR,3.0,0,18733286.0,3161.0
Inter American University of Puerto Rico-Arecibo,PR,3.0,0,15945240.0,2624.0
Inter American University of Puerto Rico-Barranquitas,PR,3.0,0,8705588.0,1020.0
Inter American University of Puerto Rico-Metro,PR,3.0,0,30907150.0,4101.0
Inter American University of Puerto Rico-Ponce,PR,3.0,0,17930935.0,2925.0
Inter American University of Puerto Rico-Fajardo,PR,3.0,0,9386267.0,1197.0
Inter American University of Puerto Rico-Guayama,PR,3.0,0,10675569.0,2487.0
Inter American University of Puerto Rico-Bayamon,PR,3.0,0,21328752.0,3556.0
Inter American University of Puerto Rico-School of Law,PR,3.0,0,8471283.0,692.0
NUC University,PR,2.0,0,217924615.0,30794.0
Ponce Health Sciences University,PR,2.0,0,53403217.0,970.0
University of Puerto Rico-Aguadilla,PR,1.0,0,24932943.0,1928.0
University of Puerto Rico-Arecibo,PR,1.0,0,28269449.0,2704.0
University of Puerto Rico-Bayamon,PR,1.0,0,30237486.0,2851.0
University of Puerto Rico-Carolina,PR,1.0,0,22182381.0,2576.0
University of Puerto Rico at Cayey,PR,1.0,0,23810697.0,2093.0
University of Puerto Rico-Humacao,PR,1.0,0,36641250.0,2577.0
University of Puerto Rico-Utuado,PR,1.0,0,8952150.0,334.0
University of Puerto Rico-Mayaguez,PR,1.0,0,163124488.0,10618.0
University of Puerto Rico-Medical Sciences,PR,1.0,0,174846434.0,1944.0
University of Puerto Rico at Ponce,PR,1.0,0,22696459.0,2373.0
University of Puerto Rico-Rio Piedras,PR,1.0,0,176196533.0,11312.0
Universidad Ana G. Mendez-Carolina Campus,PR,3.0,0,38310019.0,5185.0
Universidad del Sagrado Corazon,PR,4.0,0,43352555.0,5037.0
Seminario Evangelico de Puerto Rico,PR,4.0,0,1173348.0,135.0
Universidad Central Del Caribe,PR,3.0,0,23151078.0,604.0
Universidad Politecnica de Puerto Rico,PR,3.0,0,37616613.0,4223.0
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,4.0,0,15406709.0,679.0
Universidad Ana G. Mendez-Gurabo Campus,PR,3.0,0,70188936.0,9909.0
College of Micronesia-FSM,FM,1.0,0,21455108.0,1729.0
University of the Virgin Islands,VI,1.0,0,112033551.0,1792.0
Stanford University,CA,3.0,1,5749821000.0,18625.0
Purdue University-Main Campus,IN,1.0,1,2231196401.0,58658.0
Parker University,TX,3.0,0,65720000.0,2308.0
EDP University of Puerto Rico Inc-San Juan,PR,3.0,0,12116605.0,1513.0
City College-Hollywood,FL,2.0,0,3255930.0,305.0
St. John's College,NM,3.0,0,23364548.0,467.0
Bais Medrash Elyon,NY,3.0,0,1697229.0,61.0
Antioch University-Los Angeles,CA,3.0,0,26524004.0,910.0
Antioch University-Santa Barbara,CA,3.0,0,6540728.0,263.0
Antioch University-New England,NH,3.0,0,18103946.0,992.0
Antioch University-Seattle,WA,3.0,0,15600907.0,771.0
Antioch University,OH,3.0,0,7156229.0,486.0
Mid-America Christian University,OK,4.0,0,20364177.0,2397.0
Palo Alto College,TX,1.0,0,82772310.0,12395.0
HJ International Graduate School for Peace and Public Leadership,NY,4.0,0,2651094.0,155.0
Beckfield College-Florence,KY,2.0,0,13336562.0,536.0
Ecumenical Theological Seminary,MI,3.0,0,1137093.0,63.0
Landmark College,VT,3.0,0,28014400.0,672.0
Yeshiva Gedolah of Greater Detroit,MI,3.0,0,3536736.0,75.0
Collin County Community College District,TX,1.0,0,334598957.0,39548.0
ECPI University,VA,2.0,0,228831952.0,12572.0
South University-Columbia,SC,2.0,0,11137059.0,504.0
Lac Courte Oreilles Ojibwe University,WI,1.0,0,8532178.0,204.0
Platt College-Los Angeles,CA,2.0,0,9827424.0,570.0
Platt College-Aurora,CO,2.0,0,,
Northwestern College,IL,,0,,
University of Massachusetts Global,CA,1.0,0,107210405.0,8996.0
New College of Florida,FL,1.0,0,80313090.0,881.0
Montana Bible College,MT,4.0,0,,36.0
Yeshivah Gedolah Rabbinical College,FL,4.0,0,1101654.0,60.0
Caribbean University-Ponce,PR,3.0,0,1760136.0,591.0
Caribbean University-Vega Baja,PR,3.0,0,918617.0,192.0
University of Advancing Technology,AZ,2.0,0,19721579.0,933.0
Paradise Valley Community College,AZ,1.0,0,58188192.0,6148.0
South Florida Bible College and Theological Seminary,FL,4.0,0,4697273.0,471.0
Pennsylvania College of Technology,PA,1.0,0,149920382.0,4575.0
Stone Child College,MT,1.0,0,13914928.0,292.0
New York Academy of Art,NY,3.0,0,9034331.0,106.0
California State University-San Marcos,CA,1.0,0,340126187.0,16237.0
University of St. Augustine for Health Sciences,CA,2.0,0,132156000.0,4370.0
Nossi College of Art and Design,TN,2.0,0,4743530.0,247.0
Massachusetts School of Law,MA,3.0,0,6565649.0,273.0
Bryan University,MO,2.0,0,3237283.0,153.0
Oregon College of Oriental Medicine,OR,,0,,
Fremont University,CA,2.0,0,3653024.0,174.0
Adler Graduate School,MN,3.0,0,3913333.0,275.0
Yeshiva Gedolah Imrei Yosef D'spinka,NY,4.0,0,2319650.0,226.0
CEM College-Humacao,PR,2.0,0,2385557.0,161.0
Universal Technology College of Puerto Rico,PR,3.0,0,3394229.0,149.0
College of the Marshall Islands,MH,1.0,0,21154894.0,1011.0
Northwest College of Art & Design,WA,2.0,0,2779904.0,139.0
University of Washington-Bothell Campus,WA,1.0,0,91902927.0,6058.0
University of Washington-Tacoma Campus,WA,1.0,0,91902927.0,4965.0
Valley College-Martinsburg,WV,2.0,0,4245363.0,765.0
Pacific College of Health and Science,CA,2.0,0,13110252.0,786.0
Center for Advanced Legal Studies,TX,2.0,0,2180511.0,271.0
Bay Mills Community College,MI,1.0,0,13983056.0,698.0
Fond du Lac Tribal and Community College,MN,1.0,0,19730000.0,1789.0
Northwest Indian College,WA,1.0,0,30442232.0,636.0
Provo College,UT,2.0,0,7984782.0,669.0
Colorado Chinese Medicine University,CO,2.0,0,1201610.0,89.0
Phoenix Seminary,AZ,4.0,0,5613590.0,296.0
Midwest College of Oriental Medicine-Racine,WI,2.0,0,1114725.0,37.0
Beacon College,FL,3.0,0,19758171.0,531.0
Acupuncture and Integrative Medicine College-Berkeley,CA,3.0,0,2243216.0,115.0
University of the Potomac-Washington DC Campus,DC,2.0,0,5162946.0,1241.0
Rabbi Jacob Joseph School,NJ,3.0,0,3428020.0,115.0
Albert Einstein College of Medicine,NY,3.0,0,504261944.0,1424.0
Everglades University,FL,3.0,0,38779928.0,3242.0
Herzing University-Orlando,FL,3.0,0,10288864.0,717.0
College of Biblical Studies-Houston,TX,4.0,0,9281483.0,419.0
The College of Health Care Professions-Northwest,TX,2.0,0,46562877.0,4530.0
Southern California Institute of Technology,CA,2.0,0,8841266.0,510.0
Soka University of America,CA,3.0,0,69217000.0,495.0
World Mission University,CA,4.0,0,4054254.0,510.0
Yo San University of Traditional Chinese Medicine,CA,3.0,0,3345207.0,166.0
Inter American University of Puerto Rico-School of Optometry,PR,3.0,0,5765896.0,213.0
Schiller International University,FL,2.0,0,1624808.0,59.0
Yeshivas Novominsk,NY,3.0,0,8125699.0,157.0
Rabbinical College of Ohr Shimon Yisroel,NY,4.0,0,5923142.0,232.0
Galen College of Nursing-Tampa Bay,FL,2.0,0,25750821.0,1465.0
Galen College of Nursing-San Antonio,TX,2.0,0,49355740.0,2953.0
Pacific Bible College,OR,4.0,0,513064.0,22.0
Lake Erie College of Osteopathic Medicine,PA,3.0,0,120366757.0,4133.0
Florida National University-Main Campus,FL,2.0,0,47598375.0,2750.0
Erikson Institute,IL,3.0,0,26919101.0,297.0
South Texas College,TX,1.0,0,240131013.0,27431.0
Roger Williams University School of Law,RI,3.0,0,15732736.0,484.0
California State University-Monterey Bay,CA,1.0,0,239094852.0,7713.0
Capella University,MN,2.0,0,430715000.0,47761.0
College of Menominee Nation,WI,3.0,0,12727365.0,300.0
Pacific College of Health and Science,NY,2.0,0,10028635.0,736.0
Trine University-Regional/Non-Traditional Campuses,IN,3.0,0,31411477.0,9868.0
Phillips Theological Seminary,OK,4.0,0,7786532.0,103.0
The University of Texas MD Anderson Cancer Center,TX,1.0,0,12407729.0,359.0
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,3.0,0,3399219.0,202.0
Messenger College,TX,4.0,0,869251.0,24.0
New York College of Health Professions,NY,3.0,0,2641990.0,96.0
Centura College-Chesapeake,VA,2.0,0,4830404.0,191.0
University of Phoenix-Hawaii,HI,2.0,0,79895.0,
Sonoran University of Health Sciences,AZ,3.0,0,20608451.0,516.0
Yeshiva D'monsey Rabbinical College,NY,3.0,0,1602385.0,84.0
Northwest Vista College,TX,1.0,0,105149099.0,20060.0
Bakke Graduate University,TX,3.0,0,959727.0,118.0
Arizona College of Nursing-Tempe,AZ,2.0,0,28020249.0,1202.0
Eastern International College-Jersey City,NJ,2.0,0,8089386.0,495.0
Pacific College,CA,2.0,0,10486560.0,243.0
Compu-Med Vocational Careers Corp,FL,2.0,0,11727303.0,169.0
Midwestern University-Glendale,AZ,3.0,0,234014023.0,3738.0
Embry-Riddle Aeronautical University-Worldwide,FL,3.0,0,80828000.0,12770.0
Southeastern College-West Palm Beach,FL,2.0,0,26340327.0,564.0
Ottawa University-Milwaukee,WI,4.0,0,1067832.0,116.0
American College of Acupuncture and Oriental Med,TX,2.0,0,1523401.0,76.0
AOMA Graduate School of Integrative Medicine,TX,,0,,
Strayer University-Maryland,MD,2.0,0,14643080.0,1290.0
San Juan Bautista School of Medicine,PR,3.0,0,13628681.0,425.0
Texas Health and Science University,TX,2.0,0,2445568.0,92.0
Yeshiva of the Telshe Alumni,NY,3.0,0,7422796.0,73.0
Appalachian School of Law,VA,3.0,0,7286843.0,154.0
Platt College-Ontario,CA,2.0,0,8995712.0,500.0
American University of Health Sciences,CA,2.0,0,15551519.0,473.0
Career Networks Institute,CA,2.0,0,20232694.0,1133.0
Carolinas College of Health Sciences,NC,1.0,0,11865964.0,632.0
Western Governors University,UT,3.0,0,1285343870.0,210208.0
California Aeronautical University,CA,2.0,0,21037137.0,350.0
Herzing University-New Orleans,LA,3.0,0,5644774.0,351.0
Florida Gulf Coast University,FL,1.0,0,302905950.0,16612.0
Florida College of Integrative Medicine,FL,2.0,0,1664991.0,54.0
Ilisagvik College,AK,1.0,0,19551373.0,256.0
Dewey University-Carolina,PR,3.0,0,3576870.0,292.0
Yeshiva College of the Nations Capital,MD,4.0,0,988378.0,56.0
Louisiana State University Health Sciences Center-Shreveport,LA,1.0,0,420400265.0,1103.0
Los Angeles Film School,CA,2.0,0,113430182.0,5472.0
International Baptist College and Seminary,AZ,4.0,0,1300130.0,78.0
University of Connecticut-Waterbury Campus,CT,1.0,0,7698945.0,745.0
University of Connecticut-Avery Point,CT,1.0,0,22363603.0,477.0
University of Connecticut-Stamford,CT,1.0,0,18147514.0,2482.0
University of Management and Technology,VA,2.0,0,1766099.0,979.0
Brookline College-Tucson,AZ,2.0,0,2571665.0,218.0
American InterContinental University-Atlanta,GA,2.0,0,8288866.0,801.0
Midwest College of Oriental Medicine-Skokie,IL,2.0,0,1118724.0,30.0
Cascadia College,WA,1.0,0,30475625.0,2380.0
CBD College,CA,3.0,0,24117683.0,1581.0
East West College of Natural Medicine,FL,2.0,0,966185.0,27.0
Atlantic Institute of Oriental Medicine,FL,3.0,0,2449660.0,89.0
The King's University,TX,4.0,0,10200529.0,540.0
New York College of Traditional Chinese Medicine,NY,3.0,0,3191466.0,172.0
Northeastern Seminary,NY,4.0,0,1727009.0,218.0
Pacific Islands University,GU,4.0,0,1674492.0,62.0
PCI College,CA,2.0,0,988000.0,149.0
Seattle Institute of East Asian Medicine,WA,3.0,0,1490748.0,50.0
Upper Valley Educators Institute,NH,3.0,0,955462.0,51.0
Keck Graduate Institute,CA,3.0,0,36398556.0,622.0
New Saint Andrews College,ID,4.0,0,5794317.0,413.0
Atenas University,PR,3.0,0,5675477.0,622.0
Pillar College,NJ,4.0,0,9070329.0,556.0
Oregon State University-Cascades Campus,OR,1.0,0,13916265.0,1296.0
Southern University Law Center,LA,1.0,0,36054387.0,827.0
Richmont Graduate University,TN,3.0,0,9501736.0,329.0
The Seattle School of Theology & Psychology,WA,3.0,0,8134042.0,243.0
Smith Chason College,CA,2.0,0,43754450.0,2447.0
Yeshiva Shaarei Torah of Rockland,NY,4.0,0,2328438.0,152.0
American Institute of Alternative Medicine,OH,2.0,0,5965144.0,251.0
Universidad Pentecostal Mizpa,PR,4.0,0,1480481.0,225.0
Nevada State University,NV,1.0,0,72953000.0,7549.0
California State University-Channel Islands,CA,1.0,0,202531821.0,5592.0
Franklin W Olin College of Engineering,MA,3.0,0,45720000.0,405.0
Won Institute of Graduate Studies,PA,3.0,0,2919771.0,118.0
Ave Maria School of Law,FL,4.0,0,13527904.0,299.0
Saint Joseph's University - Lancaster,PA,4.0,0,27073383.0,1439.0
St Louis College of Health Careers-Fenton,MO,2.0,0,4187693.0,419.0
University of Arkansas Grantham,AR,1.0,0,27197631.0,5646.0
University of the Potomac-VA Campus,VA,2.0,0,5162946.0,551.0
Edward Via College of Osteopathic Medicine,VA,3.0,0,117860881.0,2617.0
Pacific College of Health and Science,IL,2.0,0,2538818.0,245.0
NorthShore University HealthSystem School of Nurse Anesthesia,IL,3.0,0,1820500.0,80.0
Faith International University,WA,4.0,0,2491232.0,464.0
Family of Faith Christian University,OK,4.0,0,1427358.0,320.0
Hood Theological Seminary,NC,4.0,0,3269833.0,115.0
West Coast University-Los Angeles,CA,2.0,0,85730659.0,2673.0
Williamson Christian College,TN,4.0,0,1167638.0,64.0
DigiPen Institute of Technology,WA,2.0,0,35444599.0,1084.0
Dewey University-Hato Rey,PR,3.0,0,4769160.0,386.0
InterCoast Colleges-West Covina,CA,2.0,0,2558366.0,535.0
American College of Healthcare Sciences,OR,2.0,0,9517161.0,1052.0
Miller-Motte College-Chattanooga,TN,2.0,0,31954062.0,4462.0
"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",IL,4.0,0,2773393.0,80.0
Strayer University-Tennessee,TN,2.0,0,25625390.0,1965.0
